Values
0.0422224
0.152655
-0.118816
-0.0980322
-0.0443582
-0.143538
-0.155559
0.145673
-0.0278155
-0.0609156
0.152688
0.111281
0.137898
-0.0374742
0.148173
0.113536
-0.0767668
-0.0412457
0.110539
-0.116054
0.131488
0.0904233
-0.0710572
0.158673
0.135902
-0.134227
-0.131816
0.0593311
-0.111088
-0.0924517
-0.0914755
0.0891527
-0.157966
0.0442621
-0.109896
-0.0546328
-0.0575435
0.00454568
0.00038078
0.0978966
-0.135834
-0.136466
-0.140335
-0.0490822
-0.0550011
-0.0610253
-0.108799
-0.114445
-0.121648
-0.130322
-0.140454
-0.152085
-0.165293
-0.180184
-0.196885
-0.0790052
-0.0928629
-0.106063
-0.153146
-0.166038
-0.180024
0.0889935
-0.0073185
-0.0207239
-0.0620057
-0.0725314
-0.111711
0.0398961
-0.157788
0.0849261
-0.0922503
-0.0994212
-0.109564
0.0580975
-0.12848
-0.129758
0.13558
0.158342
-0.066203
0.0923677
0.132757
-0.109384
0.112748
-0.035673
-0.0700132
0.116593
0.150541
-0.0311965
0.140462
0.114105
0.154088
-0.0554461
-0.0233471
0.145916
-0.149205
-0.137403
-0.0402349
-0.0924387
-0.112173
0.15359
0.0457796
0.0515704
0.118282
-0.00430355
0.0191941
-0.0121394
-0.0135156
0.0451465
0.13385
0.00934929
-0.11283
-0.0125102
-0.0346375
0.126415
0.030376
0.148469
0.093677
-0.0884109
-0.0231841
0.0332909
0.0665028
0.118701
0.0947959
-0.106556
-0.0632303
-0.107249
-0.154266
-0.0406756
0.137421
0.0491215
0.0490493
-0.137469
-0.126421
0.0845776
-0.00054026
-0.138062
-0.13727
0.118989
0.114076
-0.109488
0.0601672
0.0580989
0.0578611
0.133536
0.133312
0.136231
0.0826125
0.0872666
0.0929224
0.0995507
0.107163
0.115801
0.125529
0.136428
0.148597
0.149357
0.159782
0.171606
0.074271
0.0870469
0.0990539
-0.103109
0.118972
0.128024
-0.129727
-0.116629
-0.000142133
0.082646
-0.123976
-0.134779
0.0460453
0.0471403
0.133549
-0.0408436
-0.15189
-0.105702
-0.062347
-0.104129
0.0929633
0.116522
0.0655981
0.0331861
-0.0219038
-0.0853343
0.0927617
0.146272
0.0307702
0.124383
-0.0332014
-0.0116948
-0.109611
0.00988536
0.131477
0.0446632
-0.0127465
-0.0114313
0.0191585
-0.00380598
0.11585
0.0504211
0.0443682
0.149187
-0.110808
-0.0916335
-0.0406586
-0.135339
-0.146266
0.142094
-0.0228696
-0.0537702
0.150961
0.111952
0.137498
-0.03021
0.146894
0.113232
-0.0692602
-0.0359963
0.108432
-0.108587
0.12725
0.0872191
-0.0679183
0.150214
0.126838
-0.132326
-0.131693
0.0493362
-0.114521
-0.104139
-0.103054
0.0736005
-0.163203
0.0289168
-0.119123
-0.0800339
-0.083078
-0.0292102
-0.0339729
0.0745039
-0.179437
-0.181036
-0.186229
-0.111823
-0.119251
-0.12765
-0.200099
-0.207854
-0.218219
-0.230898
-0.245729
-0.262638
-0.281602
-0.302634
-0.325762
-0.155558
-0.175422
-0.194403
-0.207288
-0.225739
-0.244301
0.0622011
-0.045801
-0.0651995
-0.0907013
-0.106459
-0.122305
0.0233931
-0.163811
0.0686927
-0.104207
-0.114271
-0.112988
0.0481711
-0.128077
-0.127534
0.126808
0.15025
-0.0625095
0.089735
0.129176
-0.101078
0.111467
-0.0294743
-0.061526
0.117238
0.150248
-0.0228352
0.141153
0.115956
0.15365
-0.0468596
-0.01689
0.143923
-0.138196
-0.127463
-0.0348114
-0.0843465
-0.102564
0.151667
0.0494321
0.0553188
0.11921
0.00226708
0.0246824
-0.00519091
-0.0064086
0.0497196
0.134409
0.0154293
-0.101274
-0.00549492
-0.0263195
0.12768
0.0362034
0.148867
0.0962515
-0.077924
-0.0160436
0.0376643
0.0691375
0.118523
0.0949997
-0.0978454
-0.0572218
-0.0995807
-0.1444
-0.0356414
0.134787
0.0527635
0.0529377
-0.126911
-0.115869
0.0860923
0.00564973
-0.110146
-0.107805
0.128734
0.124382
-0.0915556
0.0969088
0.0952668
0.0958869
0.171615
0.171788
0.175239
0.157296
0.162197
0.169052
0.177604
0.187704
0.199276
0.212295
0.226765
0.242714
0.194621
0.208181
0.222502
0.116914
0.133105
0.148083
-0.0820238
0.131545
0.1438
-0.0973255
-0.0796526
0.00761475
0.0850672
-0.111452
-0.122367
0.0506039
0.0544475
0.130761
-0.0350074
-0.140658
-0.0970722
-0.0557798
-0.0947887
0.0924988
0.115432
0.0675484
0.0370076
-0.0150555
-0.0748683
0.0942009
0.145179
0.0357619
0.12427
-0.0253417
-0.00527552
-0.0981368
0.0151376
0.130477
0.0481667
-0.00639813
-0.00527953
0.023643
0.00185322
0.115168
0.0529336
0.0468326
0.145542
-0.101434
-0.0838988
-0.0359139
-0.125635
-0.1356
0.138088
-0.0176319
-0.0463831
0.148109
0.111516
0.135702
-0.0234614
0.143951
0.111399
-0.0622575
-0.0315374
0.104536
-0.101762
0.120772
0.0818541
-0.0661389
0.138877
0.114934
-0.131755
