Values
0
-1
-1
0.0065229
-0.706406
-0.796904
-0.803437
-0.796946
-0.812786
-0.826038
-0.872923
-0.901531
-0.916966
-0.907402
-0.633836
-0.459094
-0.441426
-0.264298
-0.142602
-0.0313116
-0.09996
-0.151354
-0.103981
-0.050349
-0.00765217
0.0512737
0.0912035
0.124663
0.111586
0.0683448
0.0339862
0.0258389
0.0849052
0.134069
0.173877
0.20858
0.108357
0.0856339
0.0672723
0.043931
0.0245881
0.0261999
0.0725386
0.11288
0.142617
0.169715
0.102827
0.131785
0.158282
0.166945
0.176126
0.107448
0.0506703
0.0483627
0.0470288
0.069315
0.0900723
0.0786088
0.0691417
0.0982785
0.125139
0.145107
0.16424
0.152531
0.143153
0.135706
0.0921476
0.0545001
0.0669094
0.0789638
0.0908399
0.113381
0.134711
0.0929059
0.0565892
0.0244188
0.0345225
0.0443233
0.0539724
0.0306159
0.00963701
-0.00947903
0.00300253
0.014871
0.0263332
0.0375575
0.0340559
0.0312426
0.029032
0.0273588
0.00194475
-0.0210586
-0.0421974
-0.0618856
-0.0804431
-0.0775817
-0.075052
-0.0727675
-0.070658
-0.0686654
-0.0667412
-0.0648441
-0.062938
-0.0812849
-0.0983516
-0.114431
-0.129751
-0.144489
-0.158786
-0.172755
-0.186483
-0.200038
-0.21347
-0.226815
-0.240092
-0.253307
-0.266453
-0.279509
-0.29244
-0.3052
-0.317729
-0.329959
-0.341812
-0.341316
-0.341689
-0.342811
-0.344587
-0.346942
-0.349815
-0.353156
-0.35692
-0.361351
-0.366008
-0.370852
-0.375847
-0.380956
-0.378962
-0.377763
-0.377223
-0.377241
-0.370853
-0.365463
-0.360861
-0.35689
-0.358486
-0.360241
-0.362139
-0.357554
-0.353579
-0.350083
-0.351824
-0.353568
-0.355312
-0.348847
-0.343079
-0.339886
-0.33701
-0.334374
-0.334965
-0.335543
-0.335104
-0.334744
-0.33445
-0.331838
-0.329446
-0.326902
-0.324539
-0.324526
-0.324513
-0.323845
-0.323218
-0.323387
-0.323556
-0.320882
-0.31835
-0.319001
-0.319642
-0.320629
-0.321604
-0.318049
-0.319844
-0.321603
-0.323885
-0.326124
-0.326833
-0.326074
-0.32546
-0.324958
-0.324581
-0.316784
-0.320616
-0.324369
-0.328635
-0.332836
-0.332639
-0.330181
-0.328008
-0.327936
-0.331548
-0.335175
-0.339605
-0.342758
-0.346011
-0.348227
-0.341438
-0.335251
-0.341569
-0.347684
-0.353761
-0.349755
-0.354826
-0.359966
-0.348112
-0.332697
-0.318414
-0.30346
-0.297719
-0.292331
-0.288564
-0.275287
-0.277162
-0.278974
-0.286235
-0.291556
-0.296744
-0.303719
-0.300145
-0.296956
-0.292031
-0.288188
-0.284692
-0.283449
-0.280625
-0.277794
-0.27524
-0.270895
-0.267784
-0.264933
-0.258005
-0.260942
-0.263831
-0.260621
-0.264779
