j
0.0055408
-0.00542221
0.00206759
-0.0592123
-0.0571716
-0.0491831
-0.0864954
-0.0720586
-0.0875973
-0.0615028
-0.156148
-0.030398
-0.190334
0.0806861
-0.482426
0.0693994
-0.500904
0.168709
-0.508386
0.211028
-0.466993
0.169837
-0.0915496
-0.0561798
-0.0242551
-0.0362517
-0.299256
-0.305664
-0.369673
-0.319369
0.0226004
-0.119845
0.0124997
-0.014354
0.0340541
0.00951068
0.0296382
-0.0367001
0.0134496
-0.0200337
0.0149208
-0.0489221
0.0129874
-0.0657514
0.00944822
-0.0695652
0.00765163
-0.0539103
-0.000526529
-0.0483946
-0.0178395
-0.0388776
-0.00936736
-0.0277805
-0.00769853
-0.0256441
0.00402143
-0.00566824
-0.0277321
0.00367146
-0.03187
-0.0316947
-0.0310098
0.000661903
0.0328381
-0.0148006
0.0249048
-0.0108273
-0.00915711
-0.0382408
-0.016129
-0.00512555
0.00762808
-0.0277072
-0.00891586
-0.0279709
-0.00628335
-0.0424614
-0.0205198
-0.064434
-0.0292557
-0.069398
-0.0366917
-0.0815141
-0.12079
-0.0723344
-0.150396
-0.0771381
-0.0823277
-0.0473605
0.016478
-0.0350627
0.00923827
-0.0188581
0.00903357
-0.0155204
-0.0135914
0.00177029
-0.0314978
-0.0145155
0.0221758
-0.0241403
0.0322943
-0.000568449
0.0320152
-0.0124085
0.0334232
-0.0546884
0.00238421
-0.0387473
-0.0963086
-0.00333472
-0.0971835
-0.00497769
-0.202
-0.0121216
-0.193581
0.0548498
-0.295175
0.127071
-0.368695
0.105043
-0.0568555
-0.0569583
-0.0343113
-0.0218244
-0.015618
-0.000338235
-0.00233433
-0.119508
-0.352784
-0.352383
0.0234477
-0.108373
-0.00858863
-0.0437328
0.0176325
-0.00162042
-0.00830783
0.00104153
0.0246454
-0.0300754
0.0106371
-0.0343273
0.0119844
-0.0431289
0.0114243
-0.0572376
0.000594185
-0.0613865
-0.00561602
-0.0402458
-0.00803201
-0.0174403
0.0153164
-0.0169142
0.00550193
-0.0228947
-0.0122617
-0.00611799
0.0325838
-0.00339353
0.00363871
-0.0282293
-0.0278561
-0.0213
0.0211273
-0.00639699
0.0247214
-0.00884855
0.0249004
0.001144
0.0147507
-0.0441195
-0.0116211
-0.0347855
-0.0145921
-0.0473182
-0.0356191
-0.0616879
-0.0325466
-0.0784452
-0.0716155
-0.0812195
-0.0999427
-0.0550682
-0.0500794
-0.0533064
-0.0197181
-0.00942032
-0.0218524
-0.0258883
-0.0173205
-0.0355881
0.0294922
-0.0159913
-0.0117903
-0.0237561
-0.0177191
-0.00214489
0.0273767
-0.0174885
0.0352473
-0.0035338
0.0110461
-0.0267184
0.0298251
0.00720853
0.0157403
0.00404044
-0.179416
0.000751588
-0.227877
-0.0166574
-0.237664
0.0337196
-0.233652
0.0609927
-0.208684
0.0795647
-0.224152
0.0380904
-0.02377
-0.0603608
-0.0270186
-0.0182292
0.0188919
-0.0147503
0.0152751
-0.0258539
-0.0202026
-0.00547292
-0.321996
-0.343111
0.0239581
-0.0945945
-0.00434931
-0.0248238
0.0167019
0.00318816
0.0434475
-0.0489161
0.0153393
-0.0265255
0.0172003
-0.0409677
0.00899056
-0.0382697
0.00419865
-0.0493983
0.00416087
-0.0442414
0.0112057
-0.0502368
0.0081366
-0.0313244
0.0211825
-0.0204142
-0.02416
-0.0194868
-0.0233357
0.00129155
-0.0284393
-0.0122774
-0.011782
-0.0200361
0.00394476
0.00329031
-0.0147557
-0.0161422
0.012803
-0.0347037
-0.0111265
-0.0154608
-0.0151513
-0.0333597
-0.0261065
-0.047709
-0.0517884
-0.0541529
-0.0647215
-0.0509314
-0.0836424
-0.0609439
-0.055888
-0.0515982
-0.0406158
-0.0479271
-0.0102669
-0.0479256
-0.0156758
-0.0432438
-0.022437
-0.0233776
-0.0122151
-0.0426353
0.0209264
-0.0205002
-0.0108792
-0.022189
0.0279164
-0.0233627
0.00633118
-0.0135275
-0.0231247
-0.00369845
0.0209847
-0.025334
-0.0404304
-0.00259459
-0.182879
-0.00453524
-0.236068
-0.0100836
-0.284697
0.0263534
-0.305874
0.0627311
-0.236985
0.038667
-0.172676
-0.00492551
-0.0771158
-0.0631618
-0.100853
-0.0558531
-0.0124194
-0.0339769
0.00978595
-0.00813777
0.018621
0.00404499
-0.00804578
-0.0606975
-0.300421
-0.323778
0.0243595
-0.0786694
0.0146755
-0.0417855
0.020333
-0.0358887
0.0243014
-0.0446286
0.018427
-0.0439425
0.0120479
-0.0223397
0.00549294
-0.0269381
0.00980915
-0.0425153
0.0108364
-0.0320373
0.0108983
-0.0339419
0.00924536
-0.0377351
0.00589026
-0.0216255
-0.00177658
-0.0155606
0.00343252
-0.0242044
-0.0182189
-0.0190637
-0.010992
-0.0129101
-0.0193448
-0.0338451
0.0223908
-0.0129458
0.0059564
-0.0317993
-0.022938
-0.0410293
-0.0392756
-0.0326432
-0.0471279
-0.0478037
-0.0677809
-0.0642881
-0.0913357
-0.0304566
-0.0282878
-0.0247066
0.00538087
-0.0174661
-0.0148415
-0.017118
-0.0129016
-0.0259976
-0.0144471
-0.0125913
-0.00917799
-0.0138078
-0.016396
-0.0335061
-0.0145265
-0.039452
-0.0200587
-0.0138967
-0.00132051
-0.0317067
0.0174671
-0.0187539
0.0154922
0.00927589
-0.059332
0.0256941
-0.162438
-0.0317553
-0.20117
-0.0244578
-0.24615
0.0282704
-0.218625
0.0443693
-0.237594
0.0613621
-0.0642923
-0.0486919
-0.0220715
-0.0373268
-0.0713817
-0.0546818
-0.0743352
-0.0473675
-0.0946351
-0.0465576
-0.024277
-0.0391551
0.0139221
-0.0186121
-0.209653
-0.0993779
-0.291372
-0.298714
0.0243186
-0.0534434
0.0214803
-0.0615617
0.0278166
-0.0288362
0.0237331
-0.0380065
0.0151659
-0.0347463
0.00829121
-0.0270501
0.00382475
-0.0409776
-0.00358818
-0.0356679
0.0115947
-0.0293822
-0.0049608
-0.0357131
0.0110144
-0.0266851
0.00903755
-0.0421719
0.00591666
-0.024688
-0.000645772
-0.00824516
0.00985566
-0.00671417
-0.0179033
-0.00246326
-0.0145016
-0.027896
-0.0192934
-0.0330742
-0.0271404
-0.0356388
-0.0231871
-0.0422411
-0.0461459
-0.0316714
-0.062804
-0.038328
-0.0536201
-0.0387633
-0.0166244
-0.00652868
0.0137078
-0.0126164
0.00107125
-0.0264707
0.0152248
-0.0283108
-0.00607502
-0.00415432
-0.000252234
-0.0110762
-0.0179563
-0.0151757
-0.0146315
-0.0225838
-0.0126185
-0.0187492
-0.0226927
-0.00970545
-0.0093648
-0.025952
0.00310961
-0.0185786
-0.100246
-0.0111618
-0.139885
-0.0632543
-0.171157
-0.01559
-0.214654
0.0178357
-0.17251
0.0370688
-0.177903
0.0428528
-0.0717526
0.000649652
0.00427152
-0.0439809
0.0352639
-0.0100918
-0.00618415
-0.0531773
-0.060188
-0.0674715
-0.0886559
-0.0520251
-0.0872116
-0.0469262
-0.00205731
-0.0282573
-0.244281
-0.193218
-0.236373
-0.260818
0.0242861
-0.0470317
0.0224488
-0.072515
0.0263519
-0.057037
0.0178864
-0.0221354
0.0135263
-0.0430995
0.00535619
-0.0403378
0.0119209
-0.0322967
-0.0174771
-0.00853143
-0.0122808
-0.0338399
-0.00804416
-0.018594
0.013906
-0.00609018
0.00718857
-0.035589
0.00365703
-0.0203839
0.00823473
-0.0349487
0.0090618
-0.0261418
-0.0108143
-0.0257836
-0.0149345
-0.0277361
-0.0197566
-0.0179656
-0.0294438
-0.0305824
-0.0481725
-0.0497772
-0.0650144
-0.0344057
-0.0350664
0.00127987
0.00518198
-0.0352843
0.00471613
-0.030482
-0.0213884
-0.0147354
0.0311652
-0.0353873
0.00181113
-0.0145936
0.0246396
-0.0488235
0.0213277
-0.0251852
-0.0170695
-0.0252414
-0.00805811
-0.0393395
-0.016504
-0.0139131
-0.0150584
-0.037194
-0.02808
-0.0287523
-0.0600014
-0.0286838
-0.121918
-0.0438099
-0.161981
0.00601189
-0.175295
0.010342
-0.152217
0.0290333
-0.15529
0.0245834
0.0143857
-0.0451757
-0.00676466
-0.0368522
-0.0203668
-0.00699594
0.0226901
-0.0200009
-0.0013716
-0.0049602
-0.00978658
-0.0607872
-0.0576196
-0.0457948
-0.0960264
-0.0653593
-0.0490325
-0.0543439
-0.224483
-0.213671
-0.122471
-0.202189
0.0290083
-0.00314731
0.0244453
-0.0685357
0.0205848
-0.0546912
0.0165135
-0.0353743
0.00606076
-0.0140195
0.0173306
-0.0362118
-0.0216358
-0.0349451
-0.017442
-0.00546546
-0.00413678
-0.0239817
0.00258954
-0.034843
0.0119004
-0.0157612
0.012577
-0.023346
0.00407527
-0.0310469
0.00975397
-0.0210698
0.00598586
-0.0344385
0.000820406
-0.0353365
-0.00891941
-0.0275932
-0.0253781
-0.0272425
-0.0392563
-0.0333467
-0.0497199
-0.045206
-0.0221535
0.000572589
-0.0165442
-0.00871943
0.00902829
-0.0201326
0.0348916
-0.0121356
-0.0132109
-0.0260659
-0.0245722
-0.015877
-0.00967888
-0.0137806
0.00261094
0.00125345
0.0236429
-0.0264762
-0.0219422
-0.0129894
0.0131724
-0.0132419
-0.00993822
-0.0249857
-0.0217475
-0.015928
-0.024463
-0.0444063
-0.0401792
-0.0370852
-0.082095
-0.00560363
-0.155716
0.0203653
-0.116959
0.0212858
-0.132431
0.0407733
-0.0334873
-0.0122588
-0.0193274
-0.00393362
0.0268416
-0.00664029
-0.002561
-0.0188347
0.00614299
-0.0274273
-0.0116177
-0.0380213
0.000575484
-0.0308057
-0.0316156
-0.0544443
-0.0659127
-0.078179
-0.179325
-0.112178
-0.215444
-0.219322
0.0229037
-0.0786176
0.0274012
-0.0208761
0.024077
-0.0497402
0.0210549
-0.0472196
0.0144084
-0.0442946
-0.000123145
-0.0486139
0.0239122
-0.0343398
-0.00337164
-0.0284198
0.00535511
0.00293813
-0.0125347
0.000529262
0.0291799
-0.00498826
0.00708805
0.00973632
0.0158755
-0.0142641
-0.00550978
-0.0326631
0.00333725
-0.0213542
0.000877406
-0.0239326
-0.00732962
-0.0336373
-0.000581421
-0.046086
-0.0126639
-0.0409809
-0.0272496
-0.0208118
0.00856388
-0.0419132
0.00878442
-0.0314458
0.00746949
-0.0284107
0.0301415
-0.00150455
-0.0229737
-0.00392257
-0.0141002
0.0106374
-0.00406026
-0.0261939
-0.0198573
-0.0260216
-0.00846913
0.0083657
0.00339469
-0.0264897
0.00630244
-0.0143557
0.00592908
-0.044452
-0.0193531
-0.0182378
-0.0455494
-0.0317659
-0.0506822
-0.0135597
-0.0921714
-0.0275737
-0.0325975
-0.00655844
-0.0424132
-0.00876146
-0.0840581
0.0128225
-0.0215753
-0.00166185
-0.00176379
-0.0336719
-0.0174001
0.0048537
0.0304497
-0.00473366
0.0126488
-0.00934404
0.0216981
0.00973175
-0.0155932
-0.0383145
0.00278798
0.00635397
-0.000564315
-0.0215461
-0.0487347
-0.0516036
-0.174281
-0.141988
-0.140972
-0.180562
0.0282677
-0.0179043
0.00897553
-0.0144872
0.0243417
-0.0393099
0.0220606
-0.045789
0.0205498
-0.0517991
-0.0138832
-0.011971
-0.0236446
-0.0427984
0.0334647
-0.00836068
-0.0093294
-0.0254484
-0.00412851
0.00429045
-0.0173324
-0.0152107
0.0334381
0.00387016
-0.00940542
-0.0210616
-0.00715784
-0.0364736
-0.00813078
-0.0206582
-0.00135556
-0.0400173
-0.000378138
-0.0326062
-0.0226926
-0.0226269
-0.00595751
-0.0397048
0.010954
-0.0376085
-0.0146407
-0.0101887
0.0162515
0.000408702
0.0247785
-0.0133291
0.00103309
-0.0158404
-0.0197332
-0.00811827
0.000361011
-0.0364895
-0.00431669
0.0108782
-0.0270993
-0.0246221
0.032013
-0.00402167
0.0267129
-0.00318009
0.0155883
0.00506103
-0.0333372
-0.0458034
-0.081013
-0.0330856
-0.0659766
-0.0245267
-0.0839897
-0.00848569
-0.0562537
-0.0131145
-0.084336
0.00681031
-0.049002
-0.0334584
-0.0188299
-0.0498519
0.0142671
-0.0276321
0.0219393
0.00824205
-0.0199003
-0.0271784
0.0315395
-0.0154074
0.000696018
-0.0132638
-0.0299965
-0.00288889
-0.0162798
-0.0128796
0.0322933
0.00675144
-0.00689532
-0.0328534
-0.147678
-0.0973824
-0.111894
-0.15175
-0.0901962
-0.127518
0.0132897
0.00624166
0.0244571
-0.0283373
0.0254741
-0.0306667
0.0215089
-0.0372939
0.0193002
-0.0414943
0.0125117
-0.019424
0.00855692
-0.0322228
-0.0266092
-0.0229724
-0.0231971
0.00830625
0.0190325
-0.0353171
0.0308417
-0.0100914
0.00908741
-0.0247337
-0.0171739
-0.00430023
-0.00528542
-0.0143491
-0.00977644
-0.0136208
-0.0125941
-0.0278698
-0.0138013
-0.0209277
0.00512779
-0.012015
0.0113483
-0.0425062
0.00654094
-0.0372251
0.00370658
-0.0209397
-0.00778822
-0.0217658
0.0109115
-0.00349806
-0.0143285
-0.014321
-0.00479852
-0.00541515
-0.0253622
-0.0362593
-0.0214476
-0.0190923
-0.0202978
-0.0186151
-0.00827681
-0.0342728
-0.0303107
-0.00820191
-0.0632189
-0.0359473
-0.0634045
-0.0220569
-0.0771156
-0.0134603
-0.0961583
-0.00596453
-0.0563809
-0.0128349
-0.0596514
0.00168286
-0.0389535
-0.0025648
-0.00861896
-0.0356928
-0.0137037
-0.0384947
-0.0218815
-0.0239999
-0.0233649
-0.0152984
0.0144401
0.00917713
-0.0111202
-0.0297295
-0.000197335
-0.0203669
-0.00444283
-0.0128278
0.0140281
-0.00465285
0.0168864
-0.0421059
-0.0606269
-0.0252601
-0.165946
-0.119767
-0.0978539
-0.136601
-0.0703048
-0.0979171
-0.00705937
-0.0384075
0.0329637
-0.0378098
0.0265687
-0.0207303
0.0239166
-0.0410198
0.0198965
-0.0387812
0.0164316
-0.0412157
0.0197452
-0.0393723
0.00590127
-0.0104054
-0.00592348
-0.0386697
0.0308695
-0.0225055
0.0118703
-0.0112884
-0.00272934
-0.0252457
0.00830962
-0.0245538
-0.000893875
-0.0449469
-0.0106423
-0.0167906
-0.016711
-0.0188085
0.000986683
-0.0123349
0.00628371
-0.0335614
0.00160234
-0.00307
0.00962271
-0.0139672
0.010618
-0.0194999
0.0089657
-0.0348058
0.00420756
-0.0300578
0.0161545
-0.0282602
0.0315093
-0.0210089
0.0259477
0.00156904
-0.0187675
-0.0313013
0.0262827
-0.00144662
-0.0175104
-0.0130959
-0.0464354
-0.0218293
-0.0462057
-0.0235422
-0.0729408
-0.00686951
-0.0711606
-0.0185853
-0.0556512
-0.0227089
-0.0714035
0.00460818
0.0119344
-0.0249616
-0.00146316
-0.0388301
-0.0066588
-0.0185988
-0.0108556
-0.025801
-0.0133157
-0.0371403
-0.0165234
-0.0409665
0.00418163
-0.0262209
-0.0102654
0.00113742
0.015335
-0.0216003
-0.0278561
-0.0334403
-0.00672046
-0.00276894
0.0290133
-0.0195043
-0.130135
-0.0825381
-0.122257
-0.0969714
-0.0422946
-0.120934
-0.0676456
-0.080841
-0.0485646
-0.0335307
0.0311044
-0.0274459
0.0250642
-0.0265872
0.00340488
-0.0324497
0.0202731
-0.0185584
0.0157137
-0.0426613
0.0157862
-0.0169558
0.00179129
-0.0187464
0.00200665
-0.0458713
-0.0123725
-0.0219224
-0.0085913
-0.00922787
0.00870741
-0.011192
-0.000255299
-0.0356712
-0.00309648
-0.00250384
-0.0138101
-0.0238359
-0.0177495
-0.0371109
0.0272603
-0.0032512
-0.0166708
0.000250402
0.0241883
-0.0189153
0.0135138
-0.0403273
0.00617924
-0.0308582
0.0102157
-0.0300426
0.00721533
-0.0174047
0.0172322
-0.0420275
-0.00746608
-0.0345003
-0.0193437
0.00133775
0.0323788
-0.0025281
-0.0269004
-0.00788079
-0.0386803
-0.0294543
-0.0485667
-0.018826
-0.0485246
-0.00274429
-0.0621181
0.00437434
-0.04554
-0.00729258
-0.035305
0.00373203
0.00366876
-0.0178662
-0.0106367
-0.0255668
0.0198635
-0.0154285
0.0168868
-0.0222587
-0.00582211
-0.0226218
-0.00507025
-0.0084965
-0.0097788
-0.0152617
-0.0178038
-0.022813
0.0300697
-0.00689429
0.0039727
-0.0143939
0.0260793
-0.024656
-0.0109391
-0.00885105
-0.10732
-0.0527792
-0.11921
-0.0715071
-0.0892883
-0.097681
0.0454625
-0.0777618
-0.0471363
-0.0651087
-0.0566515
-0.0704679
0.0302159
-0.0245348
0.0277003
-0.0345142
0.00461057
-0.00408231
0.0211829
-0.0200362
0.0177456
-0.0165661
0.0160996
-0.0353834
0.00610507
-0.0192032
0.0216024
-0.0320188
-0.00883061
-0.015761
0.0127758
-0.0158838
0.00168103
-0.0116481
0.00822281
-0.0353279
-0.0044727
-0.0372624
0.00516966
-0.0242249
0.0254176
-0.00116008
-0.0226215
-0.0119019
-0.0190972
-0.0101633
-0.0149589
-0.00173249
0.0233303
-0.0146308
0.0164544
-0.0330123
-0.000322673
-0.0355098
0.00399729
-0.0386827
0.00809682
-0.0212565
0.0108575
-0.0014239
-0.00729409
-0.012143
-0.028552
-0.041983
-0.0334298
-0.0197063
-0.0344779
-0.00311344
-0.0453972
-0.0273768
-0.058796
-0.0199985
-0.0466626
-0.0178
-0.048653
-0.0136771
-0.0305071
0.000945145
0.00355678
-0.0210011
0.0273684
-0.0277173
0.027558
-0.033904
0.0303258
-0.0125135
0.0095549
-0.032954
-0.00637757
-0.0427369
-0.00331575
-0.00676816
-0.0116519
-0.0184871
-0.0159484
-0.0128239
-0.0236118
-0.0080218
0.0158198
-0.029299
-0.0616065
-0.0110582
-0.117783
-0.0543572
-0.0853308
-0.0916923
0.0047186
-0.0828126
0.0073908
-0.0349714
-0.0231639
-0.0591617
-0.0571485
-0.0722781
0.0343207
-0.0322141
0.0254328
-0.0158627
-0.00646942
-0.0253996
0.0130159
-0.0323221
0.020985
-0.0399981
0.0175527
-0.0101836
0.0181699
-0.0449391
0.0157847
-0.0364632
0.0068442
-0.0322337
0.00734766
-0.0314288
0.00669726
-0.0107044
0.00284427
-0.0365972
-0.0185562
-0.011169
0.00740399
-0.0153472
-0.021795
-0.0195771
0.0215265
-0.036732
-0.0219708
-0.0369652
0.0241641
-0.0330778
-0.0228968
-0.020626
-0.00649482
-0.00796566
0.0095382
-0.0201912
0.0108449
-0.0367526
0.00713201
-0.0378511
0.00641542
-0.0284637
-0.00737462
-0.00731405
-0.0288951
-0.014795
-0.0379159
-0.00956276
-0.0483759
-0.0224469
-0.033252
-0.0124446
-0.0271292
-0.0115537
-0.0323792
0.00957539
0.00992497
-0.0291357
0.00700298
-0.0214231
-0.0068616
-0.0143227
-0.0291197
0.00330708
-0.0127767
-0.0210027
0.0173368
-0.0229372
0.00373888
-0.0231737
-0.0162087
-0.031885
-0.0141369
-0.0337256
-0.00356725
-0.0203719
-0.013037
-0.0307251
-0.0184402
-0.0321548
-0.040723
-0.00666143
-0.105073
-0.0576644
-0.0877322
-0.0734897
-0.0367692
-0.0661846
0.0396871
-0.0442256
0.0120553
-0.0117727
0.026897
-0.0519422
-0.0528343
-0.076804
0.0327019
-0.025889
0.0200741
-0.0339479
0.00376899
0.0104986
-0.0191848
-0.0257525
0.00177686
0.00215475
0.019833
-0.0370697
0.0138311
-0.0218483
0.014237
-0.0306955
0.0142242
-0.0122471
0.0120502
-0.0270963
0.0094823
-0.038746
-0.00895538
-0.00598866
-0.028617
-0.0229024
-0.00551363
-0.0191901
0.0207923
-0.0148844
-0.00986706
0.00685635
-0.00952171
-0.0220668
0.0123758
0.00716737
-0.0126894
-0.00728411
0.0162227
-0.0117022
-0.0193165
-0.030801
0.011238
-0.00843206
0.0108733
-0.0121783
-0.00393475
-0.0112364
-0.00553155
-0.0347239
-0.00649698
-0.0293173
-0.0263858
-0.0301819
-0.0249207
-0.0241514
-0.023448
-0.00200791
-0.00883516
0.00406064
0.00931186
-0.0101
0.0037927
-0.0186378
-0.0245252
0.00392135
0.0093297
-0.0354177
-0.0265926
0.00116959
-0.0240077
0.0109941
0.00491877
0.00190293
-0.00500067
0.00506015
-0.0162951
-0.031683
0.0111425
-0.0287569
0.00215348
-0.0282935
-0.0049113
-0.0404484
-0.00759437
-0.0386052
-0.037235
-0.0549386
-0.0825115
-0.0590761
-0.0515548
-0.0658262
0.0230528
-0.0402633
0.0300674
-0.050921
0.0311259
0.0022795
0.0353303
-0.00672649
-0.0492121
-0.0759095
0.0351629
-0.0283501
-0.0258457
0.00227712
-0.0191439
0.00657278
0.0163214
-0.00122098
0.0162518
-0.0187963
0.017852
-0.0420455
0.0183885
-0.0193403
0.0182413
-0.0322488
0.0174465
-0.027016
0.0141041
-0.0165353
0.0184227
-0.0171855
-0.000597088
-0.0320376
0.00341198
-0.00256666
0.0142948
-0.000210168
-0.0124458
0.00688989
-0.00340886
-0.0122347
-0.0028774
-0.0289824
0.00668273
-0.000496793
0.0141956
-0.0105988
-0.024653
-0.0314438
0.00712582
-0.00566602
0.00614198
-0.0322386
-0.0125624
-0.010622
0.00316001
-0.0322084
-0.0101683
-0.0249682
-0.0125237
-0.00825724
-0.00203631
-0.00213804
-0.00962842
-0.000651936
-0.0250186
-0.0114521
0.00983324
-0.0392291
0.0269901
-0.0213929
-0.0250065
-0.0278271
0.00467889
-0.0310498
-0.00957548
-0.0372122
0.02839
-0.0387947
-0.00627297
-0.0222208
-0.027912
-0.0357974
-0.020395
-0.0377672
0.0303032
-0.00305571
0.0232873
-0.0499637
-0.00152231
-0.0336264
0.00102063
-0.0217744
-0.0644175
-0.0330409
-0.02072
-0.0492947
-0.031581
-0.0623003
-0.00867511
-0.0487366
0.0236984
-0.0190049
-0.0281932
